identifier,translation,other-identifier,author-name,num-authors,author-gender,author-nationality,book-title,publ-first,publ-edition,publ-ref,publ-decade,publisher,collection,subgenre,type,ISBN,status,read,Bemerkungen,protagonists,narration,setting-type,setting-place,setting-time,translator(s),title-original,publ-original,Startkorpus,Duplikat prüfen
Lafitte_Deserteur,no,,"Lafitte, Jean-Louis",1,male,,Le déserteur,,1966,1966,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,Kapitel nicht erkannt,,,,,,,,,,
LeGuin_Monde,yes,,"Le Guin, Ursula",1,female,,Le monde de Rocannon. La Ligue de tous les mondes,,1966,1966,1960s,Presses Pocket,Science-Fiction,scifi,populaire,2-266-01935-X,tei,,Teile und Kaitel; nicht erkannt,,,,,,,,,,
McBain_Cause,yes,,"McBain, Ed",1,male,,"Cause toujours, ma poupée!",,1966,1966,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,"
",,,,,,"Fitzgerald, R.",Doll,,,
Page_Cerveau,no,,"Page, Alain",1,male,FRA,Un cerveau pour calone,,1966,1966,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,,,,,,,,,,,
Page_Tard,no,,"Page, Alain",1,male,FRA,"Il est si tard, M. Calone",,1966,1966,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,"einige Seiten fehlen, daher nicht alle Kapitel erkannt",,,,,,,,,,
Payes_Bon,yes,,"Payes, Rachel C.",1,female,,"Bon voyage, Tubby",,1966,1966,1960s,Le Masque,Romans d'aventures,policier,populaire,(unknown) ,tei,,,,,,,,"Dailly, Peggy",Memoirs of murder,,,
Quemeneur_Sante,no,,"Quémeneur, Jean Seignard",1,male,,A la santé d'Adolphe!,,1966,1966,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,,,,,,,,,,,
Ryck_Ashram,no,,"Ryck, Francis",1,male,FRA,Ahrame drame,,1966,1966,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,Kapitel nicht durchgehend erkannt,,,,,,,,,,
Sheckley_Victime,yes,,"Sheckley, Robert",1,male,USA,La dixième victime,,1966,1966,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,,,,,,,"Fitzgerald, R.",The thenth,,,
Shirreffs_Mal,yes,,"Shirreffs, Gordon D.",1,male,,Le mal de l'or,,1966,1966,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,,,,,,,"Watkins, F. M.",Barranca,,,
Simenon_Affaire,no,rv0031,"Simenon, Georges",1,male,BEL,Maigret et l'Affaire Nahour,1966,,1966,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Mort,no,rv0022,"Simenon, Georges",1,male,BEL,La Mort d'Auguste,1966,,1966,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Stark_Parker,yes,,"Stark, Richard",1,male,,Parker rafle la mise,,1966,1966,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,mit Teilen und Kapiteln,,,,,,,,,,
Thomas_Minute,yes,,"Thomas, Bob",1,male,,La minute de mensonge,,1966,1966,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,Kapitel nicht durchgehend erkannt,,,,,,"Sollacaro, G.",Dead Ringer,,,
ViardZacharias_Embrume,no,,"Viard, Henri / Zacharias, Bernard",2,male,FRA,L'embrumé,1966,,1966,1960s,Gallimard,Série noire,policier,populaire,(unknown) ,tei,,,,,,,,,,,,
ViardZacharias_Roi,no,,"Viard, Henri / Zacharias, Bernard",2,male,FRA,Le roi des Mirmidous,,1966,1966,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,id darf keine 'colons' enthalten ('+'),,,,,,,,,,
BoileauNarcejac_Mort,no,rv1265,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,La Mort a Dit : peut-être,1967,,1967,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,in <head> *** -> sind dies wirklich die Kapitel?,,,,,,,,,,
Carsac_Vermine,no,,"Carsac, Francis",1,male,FRA,La vermine du lion,,1967,1967,1960s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,Kapitel nicht erkannt,,,,,,,,,,
Etcherelli_Elise,no,,"Etcherelli, Claire",1,female,FRA,Élise ou la vraie vie,,1967,1967,1960s,Denoël,Folio,blanche,blanche,2-07-036939-0,tei,,Teile und Kapitel; Kapitel tragen keine Überschriften,,,,,,,,,,
Laurent_Affaire,no,,"Laurant, Pierre Jean",1,male,,L'affaire Lepetit,,1967,1967,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,,,,,,,,,,,
Malet_Bercail,no,rv1058,"Malet, Léo",1,male,FRA,Nestor Burma revient au Bercail,1967,,1967,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
MaurionGilles_Blonde,no,,"Maurion-Gilles, Yves",1,male,,La blonde lance la rousse ,,1967,1967,1960s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,,,,,,,,,,,
Page_Calone,no,,"Page, Alain",1,male,FRA,Et Calone vint...,,1967,1967,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,,,,,,,,,,,
Perec_Homme,no,rv0695,"Perec, Georges",1,male,FRA,Homme Qui Dort,1967,,1967,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Ryck_Feu,no,rv0670,"Ryck, Francis",1,male,FRA,Feu Vert Poissons Rouges,1967,,1967,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Demenagement,no,rv0046,"Simenon, Georges",1,male,BEL,Le Déménagement,1967,,1967,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Prison,no,rv0045,"Simenon, Georges",1,male,BEL,La Prison,1967,,1967,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Voleur,no,rv0095,"Simenon, Georges",1,male,BEL,Le Voleur de Maigret,1967,,1967,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simon_Histoire,no,rv0184,"Simon, Claude",1,male,FRA,Histoire,1967,,1967,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Steiner_Oceans,no,,"Steiner, Kurt",1,male,FRA,Les océans du ciel,,1967,1967,1960s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,Kapitel nicht erkannt,,,,,,,,,,
Tournier_Vendredi,no,rv0496,"Tournier, Michel",1,male,FRA,Vendredi,1967,,1967,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
White_Fin,yes,,White. Lionel,1,male,,Fin de soirée,,1967,1967,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,,,,,,,"Guerbet, Roger",A party to murder,,,
Braun_Tuer,no,,"Braun, M.G.",1,male,FRA,Tuer est mon métier,,1968,1968,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,,,,,,,,,,,
Caroff_Reseau,no,,"Caroff, André",1,male,FRA,Réseau contamination,,1968,1968,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Kapitel nicht durchgehend erkannt,,,,,,,,,,
Caron_TTX,no,,"Caron, Richard",1,male,FRA,TTX 75 à Antwerpen,,1968,1968,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Chabrey_Appat,no,,"Chabrey, François",1,male,FRA,Un appât nommé Howard,,1968,1968,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown) ,tei,,,,,,,,,,,,
Chambers_Caramba,yes,,"Chambers, Peter",1,male,GBR,Caramba carambouille,,1968,1968,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,S. 17-25 Brandloch im Buch,,,,,,"Watkins, F. M.",The bad die young,,,
Culpan_Dauphin,yes,,"Culpan, Maurice",1,male,GBR,Au dauphin vert,,1968,1968,1960s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,Kapitel nicht durchgehend erkannt,,,,,,,,,,
Durbridge_Signe,yes,,"Durbridge, Francis",1,male,GBR,Sous le signe du dollar,,1968,1968,1960s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,,,,,,,,,,,
Japrisot_Adieu,no,rv1030,"Japrisot, Sébastien",1,male,FRA,Adieu l'Ami,1968,,1968,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
LeMayLeMay_Planete,no,,"Le May, Jean-Louis / Le May, Doris",2,mixed,FRA,La planète des Optyrox,1968,1968,1968,1960s,Fleuve Noir,Anticipation,scifi,populaire,(unknown) ,tei,,,,,,,,,,,,
Levin_Bebe,yes,,"Levin, Ira",1,male,,Un bébé pour Rosemary,,1968,1968,1960s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,,,,,,,"Janvier, Elisabeth",Rosemary's Baby,1967,,
Malet_Drole,no,rv1063,"Malet, Léo",1,male,FRA,Drôle d'épreuve pour Nestor Burma,1968,,1968,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Nemours_Part,no,,"Nemours, Pierre",1,male,,La part du feu,,1968,1968,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown) ,tei,,,,,,,,,,,,
Randa_Aventuriers,no,,"Randa, Peter",1,male,,Les aventuriers de l'espace,,1968,1968,1960s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,,,,,,,,,,,
Ryck_Cimetiere,no,rv0669,"Ryck, Francis",1,male,FRA,Cimetiere Durs,1968,,1968,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Ryck_Peau,no,rv0664,"Ryck, Francis",1,male,FRA,Peau Torpedo,1968,,1968,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Sheckley_Dimension,yes,,"Sheckley, Robert",1,male,USA,La dimension des miracles,1968,1973,1968,1960s,Presses Pocket,Science-Fiction,scifi,populaire,2-266-00495-6,tei,,Teile und Kapitel,,,,,,"Adadia, Guy",Dimension of Miracles,1968,,
Sheckley_Omega,yes,,"Sheckley, Robert",1,male,USA,Omega,1968,1977,1968,1960s,Presses Pocket,Science-Fiction,scifi,populaire,2-266-00328-3,tei,,,,,,,,"Straschitz, Frank",The status civilization,1960,,
Simenon_Hesite,no,rv0026,"Simenon, Georges",1,male,BEL,Maigret Hésite,1968,,1968,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Siniac_Morfalous,no,,"Siniac, Pierre",1,male,,Les Morfalous,,1968,1968,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,Kapitel nicht erkannt,,,,,,,,,,
Yourcenar_Oeuvre,no,,"Yourcenar, Marguerite",1,female,FRA,L'Œuvre au Noir,,1968,1968,1960s,Gallimard,Folio,blanche,blanche,2-07-036798-3,tei,,Teile und Kapitel,,,,,,,,,,
Barbet_Vikings,no,,"Barbet, Pierre",1,male,FRA,Vikings de l'espace,,1969,1969,1960s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,,,,,,,,,,,
Barrington_Femme,yes,,"Barrington, Paméla",1,female,GBR,Une femme très douce,,1969,1969,1960s,Le Masque,Romans d'aventures,policier,populaire,(unknown) ,tei,,Teile und Kapitel,,,,,,"Navarro, Marie-Louise",The fourth victim,,,
BoileauNarcejac_Porte,no,rv1267,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,La Porte du Large,1969,,1969,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Cayeux_Special,no,,"Cayeux, Jean-Baptiste",1,male,FRA,L'agent spécial chez les tontons macoutes,,1969,1969,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,"ID ""Cayeux_Agent"" schon vergeben",,,,,,,,,,
Conty_Appat,no,,"Conty, Jean-Pierre",1,male,FRA,Mr Suzuki sert d'appât,,1969,1969,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown) ,tei,,"ID ""Conty_Suzuki"" schon vergeben",,,,,,,,,,
Duras_Detruire,no,rv0217,"Duras, Marguerite",1,female,FRA,Détruire dit-elle,1969,,1969,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Leiber_Vagabond,yes,,"Leiber, Fritz",1,male,,Le vagabond,1969,1975,1969,1960s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,,,,,,,"Brecard, Jacques",The wanderer,1964,,
Malet_Croque,no,rv1061,"Malet, Léo",1,male,FRA,Un Croque-Mort nommé Nestor,1969,,1969,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Marcy_Neige,no,,"Marcy, Gérard",1,male,,La neige bleue,,1969,1969,1960s,Fleuve Noir,Anticipation,scifi,populaire,(unknown) ,tei,,,,,,,,,,,,
RichardBessiere_Marteaux,no,,"Richard-Bessière, F. [F. Richard; H. Bessiere]",2,male,,Les marteaux de vulcain,,1969,1969,1960s,Fleuve Noir,Anticipation,scifi,populaire,(unknown) ,tei,,,,,,,,,,,,
RossS_Amere,yes,,"Ross, Sam",1,male,,Amère pilule,,1969,1969,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,Kapitel nicht richtig erkannt,,,,,,"Watkins, F.M.",Hang-up,,,
Ryck_Drole,no,rv0662,"Ryck, Francis",1,male,FRA,Drole Pistolet,1969,,1969,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Ryck_Paris,no,rv0659,"Ryck, Francis",1,male,FRA,Paris Mourir,1969,,1969,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
SaintBriac_Mort,no,,"Saint-Briac, André",1,male,,Le mort accuse,,1969,1969,1960s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,,,,,,,,,,,
Simenon_Encore,no,rv0059,"Simenon, Georges",1,male,BEL,Il y a Encore des Noisetiers,1969,,1969,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Tueur,no,rv0074,"Simenon, Georges",1,male,BEL,Maigret et le tueur,1969,,1969,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simon_Bataille,no,rv0189,"Simon, Claude",1,male,FRA,La Bataille de Pharsale,1969,,1969,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Siodmak_Memoire,yes,,"Siodmak, Curt",1,male,,La mémoire du mort,,1969,1969,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,,,,,,,"Bénat, André",Hauser's memory,,,
Steiner_Enfants,no,,"Steiner, Kurt",1,male,FRA,Les enfants de l'Histoire,,1969,1969,1960s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,Kapitel nicht erkannt,,,,,,,,,,
Steiner_Ortog,no,,"Steiner, Kurt",1,male,FRA,Ortog et les ténèbres,,1969,1969,1960s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,,,,,,,,,,,
Thirion_Naufrages,no,,"Thirion, Louis",1,male,,Les naufragés de l'Alkinoos,,1969,1969,1960s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,,,,,,,,,,,
Viard_Bande,no,,"Viard, Henri",1,male,FRA,La bande à Bonape,,1969,1969,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,,,,,,,,,,,
Beckett_Mercier,no,rv0181,"Beckett, Samuel",1,male,IRL,Mercier et Camier,1970,,1970,1970s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Bruss_Planete,no,,"Bruss, B.-R.",1,male,FRA,La planète aux Oasis,,1970,1970,1970s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Crompton_Crocodile,yes,,"Crompton, D. G.",1,male,,Le crocodile électrique,1970,1975,1970,1970s,Marabout,Bibliothèque Marabout Science Fiction,scifi,populaire,(unknown),nicht gescannt,yes,,"Matthew Oliver, Abigail Oliver",heterodiegetic,urban,London,near future,"Betanoff, Josette",The Electric Crocodile / The Steel Crocodile,1970,,
Farmer_Murs,yes,,"Farmer, Philip José",1,male,USA,Les murs de la terre,,1970,1970,1970s,Presses Pocket,Science-Fiction,scifi,populaire,2-266-01292-4,tei,,keine Kapitelüberschriften vorhanden,,,,,,"Battin, Marcel",N.N.,,,
Kenny_Hommes,(unknown),,"Kenny, Paul",2,male,BEL,Les hommes de la nuit,,1970,1970,1970s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Limat_Voleur,no,,"Limat, Maurice",1,male,,Le voleur de rêves,,1970,1970,1970s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Malet_Ile,no,rv1065,"Malet, Léo",1,male,FRA,Nestor Burma dans l'île,1970,,1970,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Marlowe_Heure,yes,,"Marloew, Dan J.",1,male,,L'heure interminable,,1970,1970,1970s,Gallimard,Série noire,policier,populaire,(unknown),tei,,,,,,,,"Berg, M.",One endless hour,,,
Ryck_Incroyant,no,rv0665,"Ryck, Francis",1,male,FRA,Incroyant,1970,,1970,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Folle,no,rv0032,"Simenon, Georges",1,male,BEL,La Folle de Maigret,1970,,1970,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Riche,no,rv0097,"Simenon, Georges",1,male,BEL,Le Riche Homme,1970,,1970,1970s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Steiner_Disque,no,,"Steiner, Kurt",1,male,FRA,Le disque rayé,,1970,1970,1970s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,Kapitel nicht erkannt,,,,,,,,,,
Tournier_Roi,no,rv0495,"Tournier, Michel",1,male,FRA,Roi Aulnes,1970,,1970,1970s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Wul_Mort,no,,"Wul, Stefan",1,male,FRA,La mort vivante,,1970,1970,1970s,Presses Pocket,Science-Fiction,scifi,populaire,2-266-00628-2,present,,S.65-68 gerissen,,,,,,,,,,
Wul_Piege,no,,"Wul, Stefan",1,male,FRA,Piège sur Zarkass,,1970,1970,1970s,Presses Pocket,Science-Fiction,scifi,populaire,2-266-00383-6,tei,,mehrere Teile; Kapitel nicht erkannt; z.T. Buchstaben nicht richtig erkannt,,,,,,,,,,
Wul_Temple,no,,"Wul, Stefan",1,male,FRA,Le temple du passé,,1970,1970,1970s,Presses Pocket,Science-Fiction,scifi,populaire,2-266-00806-4,tei,,,,,,,,,,,,
Carmichael_Bar,yes,,"Carmichael, Harry",1,male,GBR,Au bar des trois plumes,1970,1970,1970,1970s,Librairie des Champs-Élysées,Le Masque,policier,populaire,,tei,,,,,,,,,,,,
Carmichael_Belle,yes,,"Carmichael, Harry",1,male,GBR,La belle au bois mourant,1970,1970,1970,1970s,Librairie des Champs-Élysées,Le Masque,policier,populaire,,tei,,,,,,,,,,,,
Creasey_Sang,yes,,"Creasey, John",1,male,GBR,Du sang sur les rails,1970,1970,1970,1970s,Librairie des Champs-Élysées,Le Masque,policier,populaire,,tei,,,,,,,,,,,,
Nezelof_Flammes,no,,"Nezelof, Pierre",1,male,FRA,Flammes sur la lande,1970,1970,1970,1970s,Fleuve Noir,,sentimental,populaire,(unknown),tei,,keine ISBN,,,,,,,,,,
Muller_Avec,yes,,"Muller, Paul",1,male,GBR,Avec les femmes on ne sait jamais,1970,1970,1970,1970s,Librairie des Champs-Élysées,Le Masque,policier,populaire,(unknown),tei,,keine ISBN,,,,,,"Morel, Marie-Claude",Finders losers,,,
Gary_Chien,no,rf,"Gary, Romain",1,male,FRA,Chien Blanc,1970,2013,1970,1970s,Gallimard,,blanche,blanche,,tei,,,,,,,,,,,,
Andrau_Elles,no,,"Andrau, Marianne",1,female,FRA,Elles ou moi,,1971,1971,1970s,Tallandier,Le Cercle Romanesque,sentimental,populaire,(unknown),tei,,,,,,,,,,,,
Brunner_Orbite,yes,,"Brunner, John",1,male,GBR,L'orbite déchiquetée,,1971,1971,1970s,Denoël,Présence du Futur,scifi,populaire,(unknown),tei,,"einige Seiten Beschnitten, daher nicht alles richtig erkannt",,,,,,"Straschitz, Frank",The jagged orbit,1969,,
Dard_Initiation,no,rv1202,"Dard, Frédéric",1,male,FRA,Initiation au meurtre,1971,,1971,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Dard_Moi,no,rv1103,"Dard, Frédéric",1,male,FRA,"Moi, Vous me Connaissez...?",1971,,1971,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Didier_Entree,no,,"Didier, Christiane",1,female,,Entrée interdite,,1971,1971,1970s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,,,,,,,,,,,,
King_Candy,yes,,"King, Vincent",1,male,GBR,Candy Man,1971,1976,1971,1970s,J'ai lu,,,populaire,,tei,,,,,,,,,,,,
LeMay_Landes,no,,"leMay, Jean-Louis / leMay, Doris",2,mixed,FRA,Les landes d'Achernar,1971,,1971,1970s,Fleuve Noir,Anticipation,scifi,populaire,(unknown) ,tei,,,,,,,,,,,,
Levin_Bonheur,yes,,"Levin, Ira",1,male,,Un bonheur insoutenable,,1971,1971,1970s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,Teile und Kapitel; Kapitel nicht erkannt,,,,,,"Straschitz, Franck",This Perfect Day,1970,,
Malet_Burma,no,rv1060,"Malet, Léo",1,male,FRA,Nestor Burma Court Poupée,1971,,1971,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Manchette_Affaire,no,rv1067,"Manchette, Jean-Patrick",1,male,FRA,L'Affaire N'Gustro,1971,,1971,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Cage,no,rv0081,"Simenon, Georges",1,male,BEL,La Cage de Verre,1971,,1971,1970s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Disparition,no,rv0093,"Simenon, Georges",1,male,BEL,La Disparition d'Odile,1971,,1971,1970s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Indicateur,no,rv0085,"Simenon, Georges",1,male,BEL,Maigret et l'Indicateur,1971,,1971,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Seul,no,rv0094,"Simenon, Georges",1,male,BEL,Maigret et l'Homme Tout Seul,1971,,1971,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Bird_Sandra,yes,,"Bird, Kenneth",1,male,GBR,Sandra,1971,1971,1971,1970s,Librairie des Champs-Élysées,Le Masque,policier,populaire,,tei,,,,,,,,,,,,
Nezelof_Deux,no,,"Nezelof, Pierre",1,male,FRA,Les deux trésors de Jean Trédias,1971,1971,1971,1970s,Fleuve Noir,,sentimental,populaire,(unknown),tei,,keine ISBN,,,,,,,,,,
Amila_Nef,no,rv0684,"Amila, Jean",1,male,FRA,Nef Dingues,1972,,1972,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Belletto_Temps,no,,"Belletto, René",1,male,FRA,Le temps mort – et autres nouvelles,1972,1996,1972,1970s,J'ai lu,SF fantasy,scifi,populaire,2-277-24095-8,tei,,,,,,,,,,,,
Chandler_Tueur,yes,,"Chandler, Raymond",1,male,USA,Un tueur sous la pluie,,1972,1972,1970s,Gallimard,Série noire,policier,populaire,2-07-043342-0,tei,,Kapitel nicht durchgehend erkannt,,,,,,"Robillot, Henri",Killer in the Rain,,,
Japrisot_Course,no,rv1033,"Japrisot, Sébastien",1,male,FRA,La Course du Lièvre à travers les champs,1972,,1972,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
LeMay_Createurs,no,,"Le May, Jean-Louis / Le May, Doris",2,mixed,FRA,Les createurs d'Ulnar,,1972,1972,1970s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,,,,,,,,,,,
Malet_Abattoir,no,rv1057,"Malet, Léo",1,male,FRA,Abattoir ensoleillé,1972,,1972,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Manchette_Dingos,no,rv1072,"Manchette, Jean-Patrick",1,male,FRA,"Ô Dingos, Ô Châteaux !",1972,,1972,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Manchette_Nada,no,rv1071,"Manchette, Jean-Patrick",1,male,FRA,Nada,1972,,1972,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Merle_Mort,no,,"Merle, Robert",1,male,FRA,La mort est mon métier,,1972,1972,1970s,Gallimard,Folio,blanche,blanche,2-07-036789-4,tei,,,,,,,,,,,,
Millar_Territoire,yes,,"Millar, Margaret",1,female,,Le territoire des monstres,,1972,1972,1970s,Le Masque,Romans d'aventures,policier,populaire,2-7024-1838-4,tei,,,,,,,,,,,,
Modiano_Boulevards,no,rv0233,"Modiano, Patrick",1,male,FRA,Les Boulevards de Ceinture,1972,,1972,1970s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Murcie_Objectif,no,,"Murcie, Georges",1,male,,Objectif: La terre!,,1972,1972,1970s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,,,,,,,,,,,
Murcie_Tunnelumiere,no,,"Murcie, Georges",1,male,,Le tunnelumiere,,1972,1972,1970s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,,,,,,,,,,,
RadfordEM_Eau,yes,,"Radford, Edwin / Radford, Mona Augusta",1,male / female,,L'eau morte,,1972,1972,1970s,Le Masque,Romans d'aventures,policier,populaire,(unknown) ,tei,,,,,,,,"Daubert, Firmin",Dead Water,1971,,
Rayjean_Statues,no,,"Rayjean, Max-André",1,male,FRA,Les statues vivantes,,1972,1972,1970s,Fleuve Noir,Anticipation,scifi,populaire,(unknown),tei,,,,,,,,,,,,
Silverberg_Tour,yes,,"Silverberg, Robert",1,male,USA,La tour de verre,,1972,1972,1970s,Presses Pocket,Science-Fiction,scifi,populaire,2-266-01772-1,tei,,,,,,,,"Hilling, Simone",Tower of glass,1970,,
Simenon_Innocents,no,rv0082,"Simenon, Georges",1,male,BEL,Les Innocents,1972,,1972,1970s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Monsieur,no,rv0086,"Simenon, Georges",1,male,BEL,Maigret et Monsieur Charles,1972,,1972,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Martin_Acteurs,yes,,"Martin, Hansjörg",1,male,DEU,Les acteurs n'aiment pas mourir,1972,1972,1972,1970s,Librairie des Champs-Élysées,Le Masque,policier,populaire,(unknown),tei,,keine ISBN,,,,,,,,,,
BoileauNarcejac_Secret,no,rv1262,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,Le Secret d'Eunerville,1973,1986,1973,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Dard_Essaye,no,rv1107,"Dard, Frédéric",1,male,FRA,"J'ai Essayé, on peut!",1973,,1973,1970s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
