identifier,translation,other-identifier,author-name,num-authors,author-gender,author-nationality,book-title,publ-first,publ-edition,publ-ref,publ-decade,publisher,collection,subgenre,type,ISBN,status,read,Bemerkungen,protagonists,narration,setting-type,setting-place,setting-time,translator(s),title-original,publ-original,Startkorpus,Duplikat prüfen
King_Femme,yes,,"King, Rufus",1,male,USA,La femme qui a tué,,1950,1950,1950s,Le Masque,Romans d'aventures,policier,populaire,2-7024-1480-X,tei,,Auf dem Buchumschlag steht: Dépôt légal Impr. 5325-5 èdit. 0296 10/1983. Wikipedia sagt: Erstpublikation der französischen Übersetzung 1950.,,,,,,"Le Houbie, Michel",Lethal lady,,,
Beckett_Malone,no,rv0180,"Beckett, Samuel",1,male,IRL,Malone meurt,1951,,1951,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Beckett_Molloy,no,rv0182,"Beckett, Samuel",1,male,IRL,Molloy,1951,,1951,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
BoileauNarcejac_Ombre,no,rv1250,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,L'Ombre et la Proie,1951,,1951,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,1
Giono_Grands,no,rv0493,"Giono, Jean",1,male,FRA,Grands Chemins,1951,,1951,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Giono_Hussard,no,rv0487,"Giono, Jean",1,male,FRA,Hussard Toit,1951,,1951,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Grande,no,rv0038,"Simenon, Georges",1,male,BEL,Maigret et la Grande Perche,1951,,1951,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Picratts,no,rv0084,"Simenon, Georges",1,male,BEL,Maigret au Picratt's,1951,,1951,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Temps,no,rv0051,"Simenon, Georges",1,male,BEL,Le Temps d'Anaïs,1951,,1951,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Webb_Merci,yes,,"Webb, Anthony",1,male,GBR,"Merci, Monsieur Pendlebury",,1951,1951,1950s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,,,,,,,,,,,
BoileauNarcejac_Celle,no,rv1259,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,Celle Qui n'était plus (Les Diaboliques),1952,,1952,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Dard_Hommages,no,rv1105,"Dard, Frédéric",1,male,FRA,Mes Hommages à la Donzelle,1952,,1952,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Duras_Marin,no,rv0219,"Duras, Marguerite",1,female,FRA,Le Marin de Gibraltar,1952,,1952,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,"Teile und Kapitel; Kapitel ohne Überschriften, dh. ohne <head>-tags",,,,,,,,,,
Malet_Gang,no,rv1225,"Malet, Léo",1,male,FRA,Le Gang Mysterieux (suivi de Aux mains des réducteurs de têtes),1952,,1952,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Belle,no,rv0008,"Simenon, Georges",1,male,BEL,La Mort de Belle,1952,,1952,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Simenon_Lognon,no,rv0028,"Simenon, Georges",1,male,BEL,"Maigret, Lognon et les gangsters",1952,,1952,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Marie,no,rv0087,"Simenon, Georges",1,male,BEL,Marie Qui Louche,1952,,1952,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Amos_Casa,yes,,"Amos, Alan",1,male,USA,La casa paraiso,,1953,1953,1950s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,Scanfehler: S. 32 liegt auf S. 30,,,,,,,Panic in Paradise,,,
Beckett_Innommable,no,rv0179,"Beckett, Samuel",1,male,IRL,L'Innommable,1953,,1953,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
BoileauNarcejac_Visages,no,rv1258,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,Les Visages de l'Ombre,1953,,1953,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Dard_Clientes,no,rv1197,"Dard, Frédéric",1,male,FRA,Des Clientes pour la Morgue,1953,,1953,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Dard_Plomb,no,rv1193,"Dard, Frédéric",1,male,FRA,Du Plomb dans les Tripes,1953,,1953,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Duras_Petits,no,rv0218,"Duras, Marguerite",1,female,FRA,Les Petits Chevaux de Tarquinia,1953,,1953,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Oelrichs_Mort,yes,,"Oelrichs, Inès",1,female,USA,Mort d'une sorcière blanche,,1953,1953,1950s,Le Masque,Romans d'aventures,policier,populaire,(unknown) ,tei,,,,,,,,"Amalric, Isabelle",Dark Stream,1986,,
RobbeGrillet_Gommes,no,rv1281,"Robbe-Grillet, Alain",1,male,FRA,Les Gommes,1953,,1953,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
RobbeGrillet_Voyeur,no,rv0199,"Robbe-Grillet, Alain",1,male,FRA,Le Voyeur,1953,,1953,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
SanxayHolding_Pied,yes,,"Sanxay Holding, Elisabeth",1,female,USA,Au pied du mur,,1953,1953,1950s,Gallimard,Série noire,policier,populaire,(unknown) ,tei,,,,,,,,(unknown),The Blank Wall,,,
Sarraute_Martereau,no,,"Sarraute, Nathalie",1,female,FRA,Martereau,,1953,1953,1950s,,(unknown),blanche,blanche,(unknown),tei,no,,,,,,,,,,,
Simenon_Antione,no,rv0078,"Simenon, Georges",1,male,BEL,Antoine et Julie,1953,,1953,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Simenon_Peur,no,rv0071,"Simenon, Georges",1,male,BEL,Maigret a Peur,1953,,1953,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
VanVogt_Monde,yes,,"van Vogt, Alfred Elton",1,male,USA,Le monde des Ã,,1953,1953,1950s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,Kapitel nicht durchgehend erkannt,,,,,,"Vian, Boris",The World of Ã,,,
Vian_Arrache,no,rv0541,"Vian, Boris",1,male,FRA,Arrache Coeur,1953,,1953,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Webb_Pendlebury,yes,,"Webb, Anthony",1,male,GBR,Mr. Pendlebury marque un but,,1953,1953,1950s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,,,,,,,,,,,
BoileauNarcejac_Entre,no,rv1257,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,D'Entre les Morts (Sueurs froides),1954,,1954,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile in divs; keine Kapitel angegeben,,,,,,,,,,
Cohen_Livre,no,,"Cohen, Albert",1,male,CHE,Le livre de ma mère,,1954,1954,1950s,Gallimard,Folio,blanche,blanche,2-07-036561-1,tei,,,,,,,,,,,,
Dard_Passez,no,rv1194,"Dard, Frédéric",1,male,FRA,Passez-Moi la Joconde,1954,,1954,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Duras_Journees,no,rv0221,"Duras, Marguerite",1,female,FRA,Des Journées Entières dans les Arbres,1954,,1954,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Kenny_Lignes,(unknown),,"Kenny, Paul",2,male,BEL,Lignes de force,,1954,1954,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Poursuite,(unknown),,"Kenny, Paul",2,male,BEL,Poursuite à l'aube,,1954,1954,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Recours,(unknown),,"Kenny, Paul",2,male,BEL,Recours au meurtre,,1954,1954,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Secteur,(unknown),,"Kenny, Paul",2,male,BEL,Secteur dangereux,,1954,1954,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan ,,,,,,,,,,
Kenny_Signaux,(unknown),,"Kenny, Paul",2,male,BEL,Signaux dans l'ombre,,1954,1954,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan; Kapitel nicht erkannt,,,,,,,,,,
Malet_Soleil,no,rv1133,"Malet, Léo",1,male,FRA,Le Soleil Naît derrière de Louvre,1954,,1954,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Ecole,no,rv0023,"Simenon, Georges",1,male,BEL,Maigret à l'École,1954,,1954,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Horloger,no,rv0018,"Simenon, Georges",1,male,BEL,L'Horloger d'Everton,1954,,1954,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Vailland_Beau,no,,"Vailland, Roger",1,male,FRA,Beau Masque,,1954,1954,1950s,Gallimard,Folio,blanche,blanche,(unknown),ocr,,Fehlermeldung: html und epub können nicht gespeichert werden; Teile und Kapitel,,,,,,,,,,
VanVogt_Poursuite,yes,,"van Vogt, Alfred Elton",1,male,USA,À la poursuite des Slans,,1954,1954,1950s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,,,,,,,"Rosenthal, Jean",Slan,,,
Amila_Bonne,no,rv0677,"Amila, Jean",1,male,FRA,Bonne Tisane,1955,,1955,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
BoileauNarcejac_Louves,no,rv1253,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,Les Louves,1955,,1955,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Kapitel(überschrift) VII fehlt,,,,,,,,,,
Kenny_Renforts,(unknown),,"Kenny, Paul",2,male,BEL,Renforts d'urgence,,1955,1955,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan; lässt sich nicht als epub speichern,,,,,,,,,,
Malet_Fievre,no,rv1064,"Malet, Léo",1,male,FRA,Fièvre au Marais,1955,,1955,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Malet_Nuit,no,rv1226,"Malet, Léo",1,male,FRA,La Nuit de Saint-Germain des prés,1955,,1955,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Malet_Rats,no,rv1134,"Malet, Léo",1,male,FRA,Les Rats de Montsouris,1955,,1955,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Temoins,no,rv0050,"Simenon, Georges",1,male,BEL,Le Témoins,1955,,1955,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Tend,no,rv0068,"Simenon, Georges",1,male,BEL,Maigret Tend un Piège,1955,,1955,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
BoileauNarcejac_Bois,no,rv1255,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,Au Bois Dormant,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
BoileauNarcejac_Mauvais,no,rv1256,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,Le Mauvais Oeil,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Butor_Emploi,no,rv0692,"Butor, Michel",1,male,FRA,Emploi Temps,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Camus_Chute,no,rv0558,"Camus, Albert",1,male,FRA,Chute,1956,,1956,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Curtis_Saint,no,,"Curtis, Jean-Louis",1,male,FRA,Un saint au néon,,1956,1956,1950s,Denoël,Présence du Futur,scifi,populaire,(unknown),tei,,Kapitelüberschriften nicht erkannt,,,,,,,,,,
Dard_Bourreau,no,rv1204,"Dard, Frédéric",1,male,FRA,Le Bourreau Pleure,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Dard_Delivrez,no,rv1201,"Dard, Frédéric",1,male,FRA,Délivrez-nous du mal,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Dard_Meurt,no,rv1208,"Dard, Frédéric",1,male,FRA,On n'en Meurt Pas,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,in <head> *** statt Überschriften; sind dies wirklich die Kapitel?,,,,,,,,,,
Dard_Pain,no,rv1205,"Dard, Frédéric",1,male,FRA,Le Pain des Fossoyeurs,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Hocking_Personne,yes,,"Hocking, Anne",1,female,GBR,Et personne ne pleura,,1956,1956,1950s,Le Masque,Romans d'aventures,policier,populaire,(unknown) ,tei,,,,,,,,"Vernay, Perrine",And no one wept,,,
Kenny_Attention,(unknown),,"Kenny, Paul",2,male,BEL,Attention: Radar,,1956,1956,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Dernier,(unknown),,"Kenny, Paul",2,male,BEL,Dernier jour,,1956,1956,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Mains,(unknown),,"Kenny, Paul",2,male,BEL,Les mains libres,,1956,1956,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
KnightK_Clan,yes,,"Knight, Kathleen Moore",1,female,USA,Le clan robineau,,1956,1956,1950s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,,,,,,,,,,,
KnightK_Sinistre,yes,,"Knight, Kathleen Moore",1,female,USA,Sinistre écho,,1956,1956,1950s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,,,,,,,,,,,
Malet_Brouillard,no,rv1227,"Malet, Léo",1,male,FRA,Brouillard au pont de Tolbiac,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Malet_Corrida,no,rv1135,"Malet, Léo",1,male,FRA,Corrida aux Champs-Élysées,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Malet_Pas,no,rv1136,"Malet, Léo",1,male,FRA,Pas De Bavards à la Muette,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Complices,no,rv0057,"Simenon, Georges",1,male,BEL,Les Complices,1956,,1956,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Echec,no,rv0063,"Simenon, Georges",1,male,BEL,Un Échec de Maigret,1956,,1956,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
BoileauNarcejac_Magiciennes,no,rv1254,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,Les Magiciennes,1957,,1957,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Butor_Modification,no,rv0506,"Butor, Michel",1,male,FRA,Modification,1957,,1957,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Celine_Chateau,no,rv0500,"Celine, Louis-Ferdinand",1,male,FRA,Chateau L'Autre,1957,,1957,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Dard_Anges,no,rv1189,"Dard, Frédéric",1,male,FRA,Les Anges se font Plumer,1957,,1957,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Kenny_Banc,(unknown),,"Kenny, Paul",2,male,BEL,Banc d'essai,,1957,1957,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Information,(unknown),,"Kenny, Paul",2,male,BEL,Information contre X...,,1957,1957,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Malet_Casse,no,rv1137,"Malet, Léo",1,male,FRA,Casse-Pipe à la Nation,1957,,1957,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Malet_Micmac,no,rv1138,"Malet, Léo",1,male,FRA,Micmac Moche au boul'mich',1957,,1957,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Malet_Ossements,no,rv1228,"Malet, Léo",1,male,FRA,Boulevard Ossements,1957,,1957,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Malet_Rebecca,no,rv1229,"Malet, Léo",1,male,FRA,Du Rebecca Rue des Rosiers,1957,,1957,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Moore_Shambleau,yes,,"Moore, Catherine L.",1,female,USA,Shambleau,,1957,1957,1950s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,2-277-12415-X,tei,,Kapitel nicht erkannt,,,,,,"Gallet, Georges H.",Shambleau and others; Northwest of Earth (in 2 Bänden erschienen) ,,,
RobbeGrillet_Jalousie,no,rv0195,"Robbe-Grillet, Alain",1,male,FRA,La Jalousie,1957,,1957,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Fils,no,rv0098,"Simenon, Georges",1,male,BEL,Le Fils,1957,,1957,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Negre,no,rv0019,"Simenon, Georges",1,male,BEL,Le Nègre,1957,,1957,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simenon_Scrupules,no,rv0039,"Simenon, Georges",1,male,BEL,Les Scrupules de Maigret,1957,,1957,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
WilliamsC_Femme,yes,,"Williams, Charles",1,male,GBR,Une femme là-dessous,,1957,1957,1950s,Gallimard,Série noire,policier,populaire,(unknown),tei,,Kapitel nicht durchgehend erkannt,,,,,,"Bellac, André",Girl out back,,,
Amos_Sucre,yes,,"Amos, Alan",1,male,USA,Sucre de canne,,1958,1958,1950s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,,,,,,,,Fatal harvest,,,
BoileauNarcejac_Ingenieur,no,rv1252,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,L'Ingénieur aimait trop les Chiffres,1958,,1958,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Dard_Sale,no,rv1207,"Dard, Frédéric",1,male,FRA,Ma Sale Peau blanche,1958,,1958,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Dard_Tueur,no,rv1206,"Dard, Frédéric",1,male,FRA,Le Tueur Triste,1958,,1958,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Duras_Moderato,no,rv0214,"Duras, Marguerite",1,female,FRA,Moderato Cantabile,1958,,1958,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Giono_Angelo,no,rv0537,"Giono, Jean",1,male,FRA,Angelo,1958,,1958,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Heinlein_Double,yes,,"Heinlein, Robert",1,male,USA,Double étoile,,1958,1958,1950s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,Kapitel nicht erkannt,,,,,,"Chrestien, Michel",Double Star,,,
Heinlein_Porte,yes,,"Heinlein, Robert",1,male,USA,Une porte sur l'été,,1958,1958,1950s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,Kapitel nicht erkannt,,,,,,"Vivier, Régine",The door into Summer,,,
Kenny_Consigne,(unknown),,"Kenny, Paul",2,male,BEL,Consigne impitoyable,,1958,1958,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_RendezVous,(unknown),,"Kenny, Paul",2,male,BEL,Rendez-vous à Malmö,,1958,1958,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Leiber_Aube,yes,,"Leiber, Fritz",1,male,USA,A l'aube des ténèbres,1958,1976,1958,1950s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,,,,,,,"Hérisson, Janine","Gather, darkness",1943,,
Robertson_Drole,yes,,"Robertson, Colin",1,male,GBR,Drôle de cadavre,,1958,1958,1950s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,,,,,,,,The amazing corpse,,,
Simenon_Dimanche,no,rv0020,"Simenon, Georges",1,male,BEL,Dimanche,1958,,1958,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Simon_Herbe,no,rv0190,"Simon, Claude",1,male,FRA,L'Herbe,1958,,1958,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Brackett_Hommes,yes,,"Brackett, Leigh",1,female,USA,Les hommes stellaires,1958,1974,1958,1950s,(unknown),,,populaire,2-7824-0265-8,tei,,,,,,,,,,,,
Aldiss_Croisiere,yes,,"Aldiss, Brian",1,male,GBR,Croisière sans escale,,1959,1959,1950s,Denoël,Présence du Futur,scifi,populaire,(unknown),tei,,,,,,,,"Deutsch, Michel",Non-stop,,,
BoileauNarcejac_Coeur,no,rv1251,"Boileau, Pierre / Narcejac, Thomas",2,male,FRA,À Coeur Perdu,1959,,1959,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,Kapitel(überschrift) VII fehlt,,,,,,,,,,
Dard_Coma,no,rv0128,"Dard, Frédéric",1,male,FRA,Coma,1959,,1959,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
DeCamp_Chasse,yes,,"de Camp, L. Sprague",1,male,USA,Chasse cosmique,1959,1976,1959,1950s,Le Masque,Science fiction,scifi,populaire,2-7024-0546-6,tei,yes,"""a simple detective adventure in an exotic setting"" (Dictionary of Literary Biography, 1981)",Victor Hasselborg,heterodiegetic,mixed,various planets,distant future,"Delavaud, Collin",The Queen of Zamba/Cosmic Manhunt,1949,,
Kenny_Agent,(unknown),,"Kenny, Paul",2,male,BEL,Agent de choc,,1959,1959,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Bataillon,(unknown),,"Kenny, Paul",2,male,BEL,Bataillon fantôme,,1959,1959,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Envoyez,(unknown),,"Kenny, Paul",2,male,BEL,Envoyez F.X. 18,,1959,1959,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Offensive,(unknown),,"Kenny, Paul",2,male,BEL,Offensive incognito,,1959,1959,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Prefere,(unknown),,"Kenny, Paul",2,male,BEL,Coplan préfère la bagarre,,1959,1959,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Raid,(unknown),,"Kenny, Paul",2,male,BEL,Raid 59,,1959,1959,1950s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Malet_Envahissant,no,rv1139,"Malet, Léo",1,male,FRA,L'Envahissant Cadavre de la plaine Monceau,1959,,1959,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Assises,no,rv0041,"Simenon, Georges",1,male,BEL,Maigret aux Assises,1959,,1959,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Confidence,no,rv0040,"Simenon, Georges",1,male,BEL,Une Confidence de Maigret,1959,,1959,1950s,(unknown),(unknown),policier,populaire,(unknown),tei,,,,,,,,,,,,
Simenon_Vieille,no,rv0044,"Simenon, Georges",1,male,BEL,La Vieille,1959,,1959,1950s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
VanVogt_Createur,yes,,"van Vogt, Alfred Elton",1,male,USA,Créateur d'univers,1959,1974,1959,1950s,J'ai lu,Science-Fiction et Fantastique,scifi,populaire,(unknown),tei,,,,,,,,"Deutsch, Michel",Universe maker,1945,,
Andrau_Faits,no,,"Andrau, Marianne",1,female,FRA,Les faits d'Eiffel,,1960,1960,1960s,Denoël,Présence du Futur,scifi,populaire,(unknown),tei,,,,,,,,,,,,
Camus_Premier,no,rv0560,"Camus, Albert",1,male,FRA,Premier Homme,1960,,1960,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Celine_Nord,no,rv0503,"Celine, Louis-Ferdinand",1,male,FRA,Nord,1960,,1960,1960s,(unknown),(unknown),blanche,blanche,(unknown),tei,,,,,,,,,,,,
Dard_Antonio,no,rv1191,"Dard, Frédéric",1,male,FRA,San-Antonio Renvoie la balle,1960,,1960,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Dard_Sirop,no,rv1102,"Dard, Frédéric",1,male,FRA,Du Sirop pour les Guêpes,1960,,1960,1960s,(unknown),(unknown),policier,populaire,(unknown),tei,,Teile und Kapitel,,,,,,,,,,
Gaylord_Chute,yes,,"Gaylorf, Otis H.",1,male,,La chute d'un caïd,,1960,1960,1960s,Gallimard,Série noire,policier,populaire,(unknown),tei,,Kapitel nicht durchgehend erkannt,,,,,,"Bellac, André",The rise and fall of legs diamond,,,
Gill_Coup,yes,,"Gill, Josephine",1,female,,Coup de tonnerre,,1960,1960,1960s,Le Masque,Romans d'aventures,policier,populaire,(unknown),tei,no,,,,,,,,,,,
Hocking_Tout,yes,,"Hocking, Anne",1,female,,Tout s'arrête à minuit,,1960,1960,1960s,Le Masque,Romans d'aventures,policier,populaire,(unknown) ,tei,,Kapitelzählung falsch: Kapitel 7 fehlt,,,,,,"Vernay, Perrine",To cease upon the midnight,,,
Kenny_Commando,(unknown),,"Kenny, Paul",2,male,BEL,Commando «Casso-Cou»,,1960,1960,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,Coplan,,,,,,,,,,
Kenny_Defi,(unknown),,"Kenny, Paul",2,male,BEL,Defi aux tenèbres,,1960,1960,1960s,Fleuve Noir,Roman d'espionnage,espionnage,populaire,(unknown),tei,,,,,,,,,,,,
